Date,Close,Daily_Return,Price_Change,MA_7,MA_14,MA_30,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Diff,Volatility_7,Volatility_14,Volatility_30,RSI,BB_Mid,BB_Upper,BB_Lower,BB_Width,BB_Pct
2019-01-31,0.3100360035896301,-0.03253126346440727,-0.010425001382827759,0.30796528288296293,0.3147559272391455,0.331841234366099,0.3133049382654515,0.32475599378149145,-0.01145105551603992,-0.011514349490204153,6.329397416423264e-05,0.05044961691160755,0.035929991438052346,0.03493041996822583,40.020458820772525,0.31866225004196164,0.34132402127368394,0.29600047881023933,0.04532354246344461,0.3096740461253895
2019-02-01,0.3085170090198517,-0.004899413462279734,-0.0015189945697784424,0.3067298574107034,0.3136302126305444,0.3296170343955358,0.31256833376612847,0.32355310602137,-0.010984772255241526,-0.011408434043211629,0.0004236617879701029,0.05045526603490003,0.035776672824079946,0.03435230437670102,41.54742137994839,0.31764810085296624,0.34021483241481926,0.2950813692911132,0.04513346312370603,0.2976868779582191
2019-02-02,0.310912013053894,0.007762956219662387,0.002395004034042303,0.30625514473233906,0.3121952840260097,0.3279733012119929,0.3123135151950155,0.3226167287645199,-0.010303213569504421,-0.011187389948470189,0.0008841763789657672,0.05050850140187339,0.035279672381384325,0.033820976341311995,38.70097077028341,0.31730055212974545,0.340066572163467,0.2945345320960239,0.04553204006744305,0.35969134995074636
2019-02-03,0.3023520112037658,-0.02753191092891083,-0.008560001850128174,0.30524271726608276,0.31085064155714853,0.3261601348718007,0.3107809761194386,0.32111563857483444,-0.010334662455395827,-0.011016844449855318,0.0006821819944594909,0.05131380055379824,0.035163468337144246,0.034074336873820145,39.25918796820648,0.3157298520207405,0.33804289238396307,0.29341681165751793,0.04462608072644514,0.20022371225069158
2019-02-04,0.3001979887485504,-0.00712422069441343,-0.0021540224552153986,0.30600486057145254,0.30937978412423817,0.32432423432668045,0.30915282421622503,0.31956618303214673,-0.010413358815921703,-0.010896147323068595,0.0004827885071468918,0.04757460947181578,0.03516602418312992,0.03407626523939612,38.48322219692396,0.3143808007240295,0.33703912124390895,0.2917224802041501,0.045316641039758854,0.18702861354980568
2019-02-05,0.2992390096187591,-0.003194488856467892,-0.0009589791297913153,0.30738786288670134,0.3079332134553364,0.3220190346240997,0.30762762197046106,0.31806046648300695,-0.010432844512545891,-0.010803486760964055,0.00037064224841816366,0.04678336898645863,0.03516700807177832,0.03314697380632328,38.630144045659804,0.31285770088434217,0.33527393581313214,0.2904414659555522,0.04483246985757994,0.196231519056483
2019-02-06,0.2907269895076751,-0.028445556352858503,-0.008512020111083984,0.30314014639173237,0.30609285618577686,0.3195650339126586,0.30502752466849403,0.3160357644848343,-0.011008239816340248,-0.010844437372039294,-0.00016380244430095475,0.015572863916941536,0.03575071921586877,0.033383112367378044,36.378249568908956,0.3109264001250267,0.3340047149892775,0.28784808526077593,0.04615662972850154,0.06237249694861215
2019-02-07,0.2916179895401001,0.003064731052090597,0.0008910000324249823,0.30050900152751375,0.30423714220523834,0.31710846722126,0.30296451926412576,0.31422704041485394,-0.011262521150728177,-0.010928054127777071,-0.00033446702295110604,0.014148989562257552,0.03574260421887542,0.033387247434020495,36.23328795722225,0.3092934489250183,0.33300725205157783,0.2855796457984588,0.04742760625311904,0.12731706739351195
2019-02-08,0.3116829991340637,0.06880580181492713,0.020065009593963623,0.30096128582954407,0.3038455716201237,0.3151349008083343,0.30430582385950083,0.3140385929125732,-0.009732769053072354,-0.01068899711283613,0.0009562280597637755,0.032676692812082866,0.04091438687210458,0.03594828286548738,47.59540910007164,0.3083275482058525,0.3297848177855697,0.28687027862613534,0.04291453915943433,0.57818914041568
2019-02-09,0.3112840056419372,-0.0012801259396085785,-0.00039899349212652035,0.301014427627836,0.3036347861800875,0.3144226342439651,0.305379390287568,0.3138345494110446,-0.008455159123476608,-0.010242229514964226,0.0017870703914876183,0.032585145881800184,0.04083882362029477,0.03082422111804523,48.67619710985055,0.3078328981995583,0.3284839182737088,0.28718187812540774,0.04130204014830108,0.5835577959342253
2019-02-10,0.3099089860916137,-0.004417250887940427,-0.0013750195503234863,0.30209399546895704,0.30366835636751993,0.3136561334133148,0.30607625118049814,0.3135437669429386,-0.00746751576244048,-0.009687286764459478,0.0022197710020189984,0.030352291749006277,0.04062791170520353,0.03082408814022134,50.21750788104013,0.30728884786367416,0.3270570361193937,0.28752065960795464,0.03953637651143904,0.5662715822523965
2019-02-11,0.30274099111557,-0.02312935506143965,-0.007167994976043701,0.3024572815213884,0.3042310710464205,0.3127875000238418,0.30556313424743226,0.31274356132609654,-0.0071804270786642865,-0.00918591482730044,0.0020054877486361533,0.03188658369676503,0.03892069678160973,0.03101213270263355,53.91434064723398,0.3064513474702835,0.32544704442741407,0.28745565051315297,0.037991393914261096,0.4023369249602415
2019-02-12,0.3051899969577789,0.008089442507222211,0.0024490058422088623,0.3033074225698198,0.3053476427282606,0.3123650670051574,0.3055057285105625,0.3121840380395545,-0.00667830952899201,-0.008684393767638755,0.0020060842386467447,0.031887313486831444,0.03848316004531657,0.030503222707789275,57.993942244356674,0.305886247754097,0.32428740968480535,0.28748508582338866,0.036802323861416686,0.4810813360879073
