Date,Close,Daily_Return,Price_Change,MA_7,MA_14,MA_30,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Diff,Volatility_7,Volatility_14,Volatility_30,RSI,BB_Mid,BB_Upper,BB_Lower,BB_Width,BB_Pct
2019-01-31,6.268435955047607,0.015208751675621635,0.09390687942504883,6.523272378104074,6.534191574369158,6.3296554724375405,6.42586379373472,6.373340141599671,0.05252365213504895,0.10205548297671835,-0.0495318308416694,0.05571710420325272,0.03917382367820032,0.04666326336523094,46.42930896541978,6.385329008102417,7.106483691887767,5.664174324317067,1.4423093675707008,0.41895424401791553
2019-02-01,6.56261682510376,0.04693050581768565,0.29418087005615234,6.498314040047782,6.534161363329206,6.342122268676758,6.44690272163765,6.387360636674049,0.05954208496360103,0.09355280337409488,-0.034010718410493856,0.05720113631893926,0.04080234054672022,0.04729001427402038,49.99056304471287,6.414611601829529,7.113155158983977,5.716068044675081,1.3970871143088957,0.6059384355910011
2019-02-02,6.891695022583008,0.05014435647384374,0.32907819747924805,6.481904029846191,6.552464655467442,6.375060939788819,6.515332306398474,6.424718739333972,0.09061356706450141,0.09296495611217619,-0.002351389047674776,0.05856676444550214,0.04284368581596174,0.04710513568799638,55.12981103243429,6.480758500099182,7.08642562555167,5.875091374646694,1.2113342509049758,0.839242882116822
2019-02-03,6.738164901733398,-0.022277555862021625,-0.15353012084960938,6.4318991388593405,6.569914375032697,6.397495174407959,6.549614244142308,6.447936973585781,0.10167727055652698,0.09470741900104634,0.006969851555480633,0.05876812586148622,0.042886530079763806,0.04721033943301524,54.867294806860954,6.5097026348114015,7.105938363143399,5.913466906479404,1.192471456663995,0.6915871995470086
2019-02-04,7.100500106811523,0.05377357342277489,0.362335205078125,6.559658867972238,6.609019756317139,6.431993738810221,6.634365915322188,6.496274983454355,0.13809093186783272,0.10338412157440362,0.034706810293429105,0.03056635070013413,0.044944514058771215,0.048042740244334775,59.73204185220717,6.568775248527527,7.152589934582359,5.984960562472695,1.1676293721096638,0.9553883886316427
2019-02-05,7.819809913635254,0.10130410478181595,0.7193098068237305,6.793678828648159,6.701634815761021,6.479454771677653,6.816741915062659,6.5943146079121995,0.22242730715045944,0.1271927586896148,0.09523454846084464,0.04102807337184228,0.05134832569666426,0.05036298921305782,68.5112141936169,6.650465035438538,7.432379731264089,5.8685503396129866,1.5638293916511028,1.2477445330287038
2019-02-06,8.086174011230469,0.03406273305067953,0.26636409759521484,7.066770962306431,6.811975683484759,6.5392802079518635,7.012039160626937,6.7048227118617,0.3072164487652369,0.16319749670473924,0.14401895206049767,0.0379189739005818,0.05148948811804802,0.050364618613618406,70.59480934991383,6.733882141113281,7.736203565122441,5.731560717104122,2.004642848018319,1.1745799489689595
2019-02-07,7.730325222015381,-0.04400706548249744,-0.3558487892150879,7.27561228615897,6.899442332131522,6.575622574488322,7.1225447085328515,6.780785860761973,0.34175884777087884,0.19890976691796716,0.14284908085291168,0.049251567488343743,0.053737641667298205,0.05052015569621664,65.04107192307313,6.792246413230896,7.884579798015598,5.699913028446194,2.1846667695694038,0.9293921717724389
2019-02-08,8.575567245483398,0.10934106899679108,0.8452420234680176,7.56317663192749,7.030745335987636,6.6400898138682045,7.346086637294475,6.913732630000597,0.43235400729387763,0.24559861499314928,0.18675539230072835,0.05748789078061313,0.05936170163736474,0.053881152926666426,69.62114250807709,6.889252328872681,8.237554016894805,5.540950640850557,2.696603376044248,1.125347773273368
2019-02-09,8.871356964111328,0.0344921461357226,0.2957897186279297,7.845985480717251,7.163944755281721,6.738604418436686,7.580743610650914,7.058741839934726,0.5220017707161881,0.3008792461377571,0.22112252457843107,0.05734696337149612,0.05923124829898841,0.04909138929376201,69.79235285519886,7.008126735687256,8.605815594755423,5.4104378766190875,3.195377718136336,1.083101715283531
2019-02-10,9.211540222167969,0.03834624842995682,0.3401832580566406,8.199324812207903,7.3156119755336215,6.8431443532307945,7.831635397038153,7.218208386766817,0.6134270102713355,0.3633887989644728,0.2500382113068627,0.05092774618058567,0.059418039789801765,0.04923283706341303,71.3639916984506,7.141052508354187,9.000278380124774,5.281826636583601,3.7184517435411735,1.056814463818214
2019-02-11,9.551809310913086,0.03693943472409145,0.3402690887451172,8.54951184136527,7.554585354668753,6.9623058319091795,8.096277537634297,7.3910677144813555,0.7052098231529413,0.4317530038021665,0.2734568193507748,0.0509387649680347,0.042319919648960036,0.04902187509893204,87.78072273871818,7.292483019828796,9.414587511950351,5.170378527707241,4.2442089842431105,1.0323315368004211
